Service Type,Current participants
Capital,21.00 - 30.00
Community Participation Care,61.00 - 70.00
Early Childhood Supports,21.00 - 30.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,51.00 - 60.00
Other Core,71.00 - 80.00
Personal Care,31.00 - 40.00
Plan Management,101.00 - 110.00
Shared Accommodation Supports,<=20
Support Coordination,101.00 - 110.00
Therapy,81.00 - 90.00
Total,121.00 - 130.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,81.00 - 90.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$72489
Community Participation Care,$2180999
Early Childhood Supports,$196582
Group Centre Care,$15677
High Needs Personal Care,$4252
Other Capacity Building,$576603
Other Core,$1228954
Personal Care,$829236
Plan Management,$171260
Shared Accommodation Supports,$751642
Support Coordination,$512714
Therapy,$844822
Total,$7385200
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,28,19,9
Community Participation Care,29,10,19
Early Childhood Supports,10,6,<5
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,31,13,18
Other Core,70,24,46
Personal Care,23,7,16
Plan Management,23,23,<5
Shared Accommodation Supports,14,8,6
Support Coordination,29,18,11
Therapy,45,25,20
Total,196,96,100
,
