Service Type,Current participants
Capital,221.00 - 230.00
Community Participation Care,601.00 - 610.00
Early Childhood Supports,191.00 - 200.00
Group Centre Care,201.00 - 210.00
High Needs Personal Care,91.00 - 100.00
Other Capacity Building,411.00 - 420.00
Other Core,701.00 - 710.00
Personal Care,491.00 - 500.00
Plan Management,591.00 - 600.00
Shared Accommodation Supports,141.00 - 150.00
Support Coordination,571.00 - 580.00
Therapy,871.00 - 880.00
Total,1101 - 1110
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,31.00 - 40.00
Cultural and Linguistically Diverse participants,611.00 - 620.00
,
Service Type,Current spend
Capital,$1394273
Community Participation Care,$20758713
Early Childhood Supports,$1219629
Group Centre Care,$4287693
High Needs Personal Care,$1302324
Other Capacity Building,$3566870
Other Core,$5885852
Personal Care,$21097917
Plan Management,$772879
Shared Accommodation Supports,$16574350
Support Coordination,$1932001
Therapy,$7340717
Total,$86133200
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,160,114,46
Community Participation Care,442,264,178
Early Childhood Supports,154,90,64
Group Centre Care,110,86,24
High Needs Personal Care,80,55,25
Other Capacity Building,284,203,81
Other Core,506,285,221
Personal Care,362,227,135
Plan Management,143,143,<5
Shared Accommodation Supports,103,77,26
Support Coordination,293,244,49
Therapy,634,377,257
Total,1691,992,699
,
