Service Type,Current participants
Capital,31.00 - 40.00
Community Participation Care,51.00 - 60.00
Early Childhood Supports,21.00 - 30.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,51.00 - 60.00
Other Core,71.00 - 80.00
Personal Care,31.00 - 40.00
Plan Management,81.00 - 90.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,41.00 - 50.00
Therapy,61.00 - 70.00
Total,101.00 - 110.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$225537
Community Participation Care,$1153918
Early Childhood Supports,$108454
Group Centre Care,$76842
High Needs Personal Care,$163281
Other Capacity Building,$344346
Other Core,$1067365
Personal Care,$1156749
Plan Management,$121421
Shared Accommodation Supports,$504625
Support Coordination,$207675
Therapy,$441262
Total,$5571500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,42,27,15
Community Participation Care,101,7,94
Early Childhood Supports,23,9,14
Group Centre Care,17,5,12
High Needs Personal Care,17,5,12
Other Capacity Building,46,12,34
Other Core,134,33,101
Personal Care,67,8,59
Plan Management,17,17,<5
Shared Accommodation Supports,36,6,30
Support Coordination,40,16,24
Therapy,96,24,72
Total,391,107,284
,
