Service Type,Current participants
Capital,191.00 - 200.00
Community Participation Care,301.00 - 310.00
Early Childhood Supports,261.00 - 270.00
Group Centre Care,141.00 - 150.00
High Needs Personal Care,81.00 - 90.00
Other Capacity Building,571.00 - 580.00
Other Core,531.00 - 540.00
Personal Care,201.00 - 210.00
Plan Management,611.00 - 620.00
Shared Accommodation Supports,121.00 - 130.00
Support Coordination,321.00 - 330.00
Therapy,691.00 - 700.00
Total,1131 - 1140
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,61.00 - 70.00
Cultural and Linguistically Diverse participants,51.00 - 60.00
,
Service Type,Current spend
Capital,$1799859
Community Participation Care,$7655497
Early Childhood Supports,$1701021
Group Centre Care,$3153442
High Needs Personal Care,$688442
Other Capacity Building,$5520227
Other Core,$5825682
Personal Care,$7779806
Plan Management,$789584
Shared Accommodation Supports,$18517481
Support Coordination,$1121432
Therapy,$5275947
Total,$59828400
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,137,94,43
Community Participation Care,385,145,240
Early Childhood Supports,159,74,85
Group Centre Care,66,45,21
High Needs Personal Care,73,39,34
Other Capacity Building,327,154,173
Other Core,486,199,287
Personal Care,211,104,107
Plan Management,102,102,<5
Shared Accommodation Supports,86,55,31
Support Coordination,198,153,45
Therapy,501,264,237
Total,1636,760,876
,
