Service Type,Current participants
Capital,111.00 - 120.00
Community Participation Care,191.00 - 200.00
Early Childhood Supports,111.00 - 120.00
Group Centre Care,101.00 - 110.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,131.00 - 140.00
Other Core,221.00 - 230.00
Personal Care,121.00 - 130.00
Plan Management,341.00 - 350.00
Shared Accommodation Supports,91.00 - 100.00
Support Coordination,181.00 - 190.00
Therapy,271.00 - 280.00
Total,391.00 - 400.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,21.00 - 30.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$812738
Community Participation Care,$2649422
Early Childhood Supports,$534596
Group Centre Care,$1718341
High Needs Personal Care,$400484
Other Capacity Building,$1005549
Other Core,$2454295
Personal Care,$2203082
Plan Management,$425599
Shared Accommodation Supports,$5801253
Support Coordination,$893224
Therapy,$1728839
Total,$20627400
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,85,35,50
Community Participation Care,113,14,99
Early Childhood Supports,42,10,32
Group Centre Care,28,7,21
High Needs Personal Care,15,<5,12
Other Capacity Building,74,23,51
Other Core,183,56,127
Personal Care,70,5,65
Plan Management,36,36,<5
Shared Accommodation Supports,30,9,21
Support Coordination,35,20,15
Therapy,151,39,112
Total,527,170,357
,
