Service Type,Current participants
Capital,201.00 - 210.00
Community Participation Care,281.00 - 290.00
Early Childhood Supports,81.00 - 90.00
Group Centre Care,121.00 - 130.00
High Needs Personal Care,81.00 - 90.00
Other Capacity Building,401.00 - 410.00
Other Core,491.00 - 500.00
Personal Care,171.00 - 180.00
Plan Management,331.00 - 340.00
Shared Accommodation Supports,181.00 - 190.00
Support Coordination,331.00 - 340.00
Therapy,361.00 - 370.00
Total,691.00 - 700.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,101.00 - 110.00
,
Service Type,Current spend
Capital,$4978162
Community Participation Care,$9284992
Early Childhood Supports,$541663
Group Centre Care,$2761153
High Needs Personal Care,$1558763
Other Capacity Building,$4535808
Other Core,$5819100
Personal Care,$7360561
Plan Management,$446332
Shared Accommodation Supports,$41380640
Support Coordination,$1322023
Therapy,$3100474
Total,$83089700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,124,90,34
Community Participation Care,292,163,129
Early Childhood Supports,97,50,47
Group Centre Care,61,48,13
High Needs Personal Care,75,54,21
Other Capacity Building,294,140,154
Other Core,496,202,294
Personal Care,222,102,120
Plan Management,84,84,<5
Shared Accommodation Supports,69,53,16
Support Coordination,160,134,26
Therapy,427,218,209
Total,1505,723,782
,
