Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,<=20
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$54210
Community Participation Care,$52517
Group Centre Care,$16841
High Needs Personal Care,$7815
Other Capacity Building,$19001
Other Core,$101482
Personal Care,$147295
Plan Management,$10829
Shared Accommodation Supports,$23772
Support Coordination,$27734
Therapy,$46237
Total,$507700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,6,<5,<5
Community Participation Care,10,<5,7
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,<5,<5,<5
Other Core,19,10,9
Personal Care,15,<5,11
Plan Management,6,6,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,7,5,<5
Therapy,11,6,5
Total,57,29,28
,
