Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,21.00 - 30.00
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,21.00 - 30.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$24757
Community Participation Care,$195206
Early Childhood Supports,$46891
Group Centre Care,$475
High Needs Personal Care,$18316
Other Capacity Building,$51432
Other Core,$288230
Personal Care,$425326
Plan Management,$33502
Shared Accommodation Supports,$139877
Support Coordination,$28617
Therapy,$95920
Total,$1348600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,13,7,6
Community Participation Care,11,6,5
Early Childhood Supports,5,<5,<5
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,13,6,7
Other Core,60,22,38
Personal Care,15,<5,12
Plan Management,8,8,<5
Shared Accommodation Supports,5,<5,<5
Support Coordination,7,<5,<5
Therapy,26,9,17
Total,124,51,73
,
