Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,21.00 - 30.00
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,21.00 - 30.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$67624
Community Participation Care,$106147
Early Childhood Supports,$9075
Group Centre Care,$7055
High Needs Personal Care,$208
Other Capacity Building,$16958
Other Core,$106644
Personal Care,$767745
Plan Management,$27438
Shared Accommodation Supports,$89542
Support Coordination,$19924
Therapy,$85980
Total,$1304300
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,7,6,<5
Community Participation Care,10,<5,6
Early Childhood Supports,<5,<5,<5
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,8,<5,6
Other Core,23,10,13
Personal Care,10,<5,7
Plan Management,15,15,<5
Shared Accommodation Supports,6,<5,5
Support Coordination,9,8,<5
Therapy,21,7,14
Total,83,42,41
,
