Service Type,Current participants
Capital,61.00 - 70.00
Community Participation Care,121.00 - 130.00
Early Childhood Supports,31.00 - 40.00
Group Centre Care,31.00 - 40.00
High Needs Personal Care,31.00 - 40.00
Other Capacity Building,111.00 - 120.00
Other Core,191.00 - 200.00
Personal Care,91.00 - 100.00
Plan Management,191.00 - 200.00
Shared Accommodation Supports,31.00 - 40.00
Support Coordination,121.00 - 130.00
Therapy,171.00 - 180.00
Total,271.00 - 280.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,31.00 - 40.00
,
Service Type,Current spend
Capital,$252071
Community Participation Care,$3026276
Early Childhood Supports,$223102
Group Centre Care,$382034
High Needs Personal Care,$460092
Other Capacity Building,$1075585
Other Core,$1893858
Personal Care,$5449893
Plan Management,$252561
Shared Accommodation Supports,$3989413
Support Coordination,$623876
Therapy,$1375888
Total,$19004600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,61,37,24
Community Participation Care,190,68,122
Early Childhood Supports,45,17,28
Group Centre Care,35,18,17
High Needs Personal Care,45,14,31
Other Capacity Building,144,57,87
Other Core,301,102,199
Personal Care,153,57,96
Plan Management,40,40,<5
Shared Accommodation Supports,48,23,25
Support Coordination,114,56,58
Therapy,278,99,179
Total,934,343,591
,
