Service Type,Current participants
Capital,51.00 - 60.00
Community Participation Care,71.00 - 80.00
Early Childhood Supports,21.00 - 30.00
Group Centre Care,31.00 - 40.00
High Needs Personal Care,41.00 - 50.00
Other Capacity Building,131.00 - 140.00
Other Core,151.00 - 160.00
Personal Care,51.00 - 60.00
Plan Management,91.00 - 100.00
Shared Accommodation Supports,41.00 - 50.00
Support Coordination,71.00 - 80.00
Therapy,111.00 - 120.00
Total,221.00 - 230.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,51.00 - 60.00
,
Service Type,Current spend
Capital,$921078
Community Participation Care,$1914917
Early Childhood Supports,$174197
Group Centre Care,$1023137
High Needs Personal Care,$1332929
Other Capacity Building,$1369480
Other Core,$2358907
Personal Care,$2269437
Plan Management,$127891
Shared Accommodation Supports,$9110767
Support Coordination,$262501
Therapy,$935248
Total,$21800500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,52,45,7
Community Participation Care,115,73,42
Early Childhood Supports,39,17,22
Group Centre Care,29,21,8
High Needs Personal Care,44,27,17
Other Capacity Building,132,70,62
Other Core,238,112,126
Personal Care,115,42,73
Plan Management,36,36,<5
Shared Accommodation Supports,23,19,<5
Support Coordination,72,63,9
Therapy,189,98,91
Total,708,363,345
,
