Service Type,Current participants
Capital,151.00 - 160.00
Community Participation Care,291.00 - 300.00
Early Childhood Supports,61.00 - 70.00
Group Centre Care,61.00 - 70.00
High Needs Personal Care,101.00 - 110.00
Other Capacity Building,411.00 - 420.00
Other Core,541.00 - 550.00
Personal Care,201.00 - 210.00
Plan Management,401.00 - 410.00
Shared Accommodation Supports,81.00 - 90.00
Support Coordination,311.00 - 320.00
Therapy,341.00 - 350.00
Total,741.00 - 750.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,31.00 - 40.00
Cultural and Linguistically Diverse participants,61.00 - 70.00
,
Service Type,Current spend
Capital,$729454
Community Participation Care,$6959282
Early Childhood Supports,$286156
Group Centre Care,$521119
High Needs Personal Care,$2265216
Other Capacity Building,$3830768
Other Core,$6390212
Personal Care,$7130444
Plan Management,$533492
Shared Accommodation Supports,$12579972
Support Coordination,$1223805
Therapy,$2175560
Total,$44625500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,96,50,46
Community Participation Care,284,97,187
Early Childhood Supports,71,28,43
Group Centre Care,42,26,16
High Needs Personal Care,84,41,43
Other Capacity Building,280,80,200
Other Core,529,139,390
Personal Care,174,72,102
Plan Management,61,61,<5
Shared Accommodation Supports,61,34,27
Support Coordination,132,90,42
Therapy,372,110,262
Total,1319,395,924
,
