Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,21.00 - 30.00
Personal Care,<=20
Plan Management,31.00 - 40.00
Shared Accommodation Supports,<=20
Support Coordination,21.00 - 30.00
Therapy,21.00 - 30.00
Total,41.00 - 50.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$40247
Community Participation Care,$195678
Early Childhood Supports,$96556
Group Centre Care,$7925
High Needs Personal Care,$1503
Other Capacity Building,$179649
Other Core,$99873
Personal Care,$255379
Plan Management,$55197
Shared Accommodation Supports,$4656
Support Coordination,$56601
Therapy,$122015
Total,$1115300
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,16,11,5
Community Participation Care,15,7,8
Early Childhood Supports,21,11,10
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,18,9,9
Other Core,39,16,23
Personal Care,11,<5,8
Plan Management,12,12,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,16,14,<5
Therapy,28,11,17
Total,123,63,60
,
