Service Type,Current participants
Capital,161.00 - 170.00
Community Participation Care,261.00 - 270.00
Early Childhood Supports,171.00 - 180.00
Group Centre Care,91.00 - 100.00
High Needs Personal Care,81.00 - 90.00
Other Capacity Building,211.00 - 220.00
Other Core,371.00 - 380.00
Personal Care,181.00 - 190.00
Plan Management,491.00 - 500.00
Shared Accommodation Supports,61.00 - 70.00
Support Coordination,271.00 - 280.00
Therapy,461.00 - 470.00
Total,631.00 - 640.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,31.00 - 40.00
Cultural and Linguistically Diverse participants,111.00 - 120.00
,
Service Type,Current spend
Capital,$920575
Community Participation Care,$6313927
Early Childhood Supports,$1300913
Group Centre Care,$874643
High Needs Personal Care,$334392
Other Capacity Building,$1744438
Other Core,$2512034
Personal Care,$7595854
Plan Management,$648034
Shared Accommodation Supports,$12784866
Support Coordination,$1099320
Therapy,$3348149
Total,$39477100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,131,74,57
Community Participation Care,328,134,194
Early Childhood Supports,136,49,87
Group Centre Care,65,35,30
High Needs Personal Care,97,54,43
Other Capacity Building,203,95,108
Other Core,438,166,272
Personal Care,220,98,122
Plan Management,71,71,<5
Shared Accommodation Supports,62,43,19
Support Coordination,186,106,80
Therapy,438,157,281
Total,1375,528,847
,
