Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,21.00 - 30.00
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,31.00 - 40.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$13687
Community Participation Care,$352304
Early Childhood Supports,$56745
Group Centre Care,$11092
High Needs Personal Care,$2471
Other Capacity Building,$58191
Other Core,$632499
Personal Care,$442537
Plan Management,$34918
Shared Accommodation Supports,$291453
Support Coordination,$98246
Therapy,$119872
Total,$2114000
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,13,7,6
Community Participation Care,25,6,19
Early Childhood Supports,13,<5,10
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,8,<5,<5
Other Core,35,16,19
Personal Care,13,<5,9
Plan Management,13,13,<5
Shared Accommodation Supports,5,<5,<5
Support Coordination,12,8,<5
Therapy,33,11,22
Total,123,54,69
,
