Service Type,Current participants
Capital,101.00 - 110.00
Community Participation Care,131.00 - 140.00
Early Childhood Supports,121.00 - 130.00
Group Centre Care,21.00 - 30.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,201.00 - 210.00
Other Core,271.00 - 280.00
Personal Care,81.00 - 90.00
Plan Management,301.00 - 310.00
Shared Accommodation Supports,41.00 - 50.00
Support Coordination,171.00 - 180.00
Therapy,321.00 - 330.00
Total,461.00 - 470.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,31.00 - 40.00
,
Service Type,Current spend
Capital,$800411
Community Participation Care,$3398689
Early Childhood Supports,$900995
Group Centre Care,$157121
High Needs Personal Care,$520251
Other Capacity Building,$1838402
Other Core,$2017545
Personal Care,$4268302
Plan Management,$385561
Shared Accommodation Supports,$4786623
Support Coordination,$614944
Therapy,$2554286
Total,$22243100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,110,63,47
Community Participation Care,195,79,116
Early Childhood Supports,86,37,49
Group Centre Care,19,12,7
High Needs Personal Care,23,13,10
Other Capacity Building,180,79,101
Other Core,357,126,231
Personal Care,138,46,92
Plan Management,41,41,<5
Shared Accommodation Supports,45,21,24
Support Coordination,129,91,38
Therapy,277,106,171
Total,1041,405,636
,
