Service Type,Current participants
Capital,91.00 - 100.00
Community Participation Care,181.00 - 190.00
Early Childhood Supports,81.00 - 90.00
Group Centre Care,51.00 - 60.00
High Needs Personal Care,51.00 - 60.00
Other Capacity Building,211.00 - 220.00
Other Core,261.00 - 270.00
Personal Care,131.00 - 140.00
Plan Management,251.00 - 260.00
Shared Accommodation Supports,61.00 - 70.00
Support Coordination,201.00 - 210.00
Therapy,271.00 - 280.00
Total,461.00 - 470.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,161.00 - 170.00
,
Service Type,Current spend
Capital,$857282
Community Participation Care,$6611429
Early Childhood Supports,$684045
Group Centre Care,$841909
High Needs Personal Care,$723978
Other Capacity Building,$2581156
Other Core,$2373065
Personal Care,$5867561
Plan Management,$322516
Shared Accommodation Supports,$11661401
Support Coordination,$888972
Therapy,$2132822
Total,$35546100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,100,71,29
Community Participation Care,224,132,92
Early Childhood Supports,77,46,31
Group Centre Care,40,33,7
High Needs Personal Care,49,35,14
Other Capacity Building,210,123,87
Other Core,376,157,219
Personal Care,191,104,87
Plan Management,79,79,<5
Shared Accommodation Supports,51,36,15
Support Coordination,155,129,26
Therapy,382,216,166
Total,1246,658,588
,
