Service Type,Current participants
Capital,31.00 - 40.00
Community Participation Care,51.00 - 60.00
Early Childhood Supports,<=20
Group Centre Care,21.00 - 30.00
High Needs Personal Care,<=20
Other Capacity Building,41.00 - 50.00
Other Core,71.00 - 80.00
Personal Care,51.00 - 60.00
Plan Management,81.00 - 90.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,51.00 - 60.00
Therapy,81.00 - 90.00
Total,121.00 - 130.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$201619
Community Participation Care,$1691542
Early Childhood Supports,$95953
Group Centre Care,$158185
High Needs Personal Care,$536031
Other Capacity Building,$299062
Other Core,$847152
Personal Care,$1484400
Plan Management,$112938
Shared Accommodation Supports,$879353
Support Coordination,$171466
Therapy,$631931
Total,$7109600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,45,31,14
Community Participation Care,90,23,67
Early Childhood Supports,26,16,10
Group Centre Care,13,9,<5
High Needs Personal Care,29,5,24
Other Capacity Building,37,20,17
Other Core,114,50,64
Personal Care,84,17,67
Plan Management,44,44,<5
Shared Accommodation Supports,19,8,11
Support Coordination,54,38,16
Therapy,118,44,74
Total,451,201,250
,
