Service Type,Current participants
Capital,21.00 - 30.00
Community Participation Care,21.00 - 30.00
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,31.00 - 40.00
Other Core,51.00 - 60.00
Personal Care,<=20
Plan Management,41.00 - 50.00
Shared Accommodation Supports,<=20
Support Coordination,21.00 - 30.00
Therapy,31.00 - 40.00
Total,71.00 - 80.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$228249
Community Participation Care,$367681
Early Childhood Supports,$185826
Group Centre Care,$82720
High Needs Personal Care,$131563
Other Capacity Building,$299243
Other Core,$486818
Personal Care,$415784
Plan Management,$57105
Shared Accommodation Supports,$862874
Support Coordination,$102922
Therapy,$294109
Total,$3514900
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,31,19,12
Community Participation Care,61,9,52
Early Childhood Supports,28,8,20
Group Centre Care,9,5,<5
High Needs Personal Care,11,<5,8
Other Capacity Building,57,19,38
Other Core,128,46,82
Personal Care,37,7,30
Plan Management,20,20,<5
Shared Accommodation Supports,6,<5,<5
Support Coordination,22,16,6
Therapy,98,31,67
Total,363,133,230
,
