Service Type,Current participants
Capital,141.00 - 150.00
Community Participation Care,251.00 - 260.00
Early Childhood Supports,71.00 - 80.00
Group Centre Care,81.00 - 90.00
High Needs Personal Care,71.00 - 80.00
Other Capacity Building,231.00 - 240.00
Other Core,371.00 - 380.00
Personal Care,151.00 - 160.00
Plan Management,341.00 - 350.00
Shared Accommodation Supports,81.00 - 90.00
Support Coordination,271.00 - 280.00
Therapy,291.00 - 300.00
Total,481.00 - 490.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,131.00 - 140.00
,
Service Type,Current spend
Capital,$1647994
Community Participation Care,$7627996
Early Childhood Supports,$481575
Group Centre Care,$1953458
High Needs Personal Care,$1321553
Other Capacity Building,$2299319
Other Core,$3717821
Personal Care,$6729253
Plan Management,$464030
Shared Accommodation Supports,$12649984
Support Coordination,$1364138
Therapy,$2418086
Total,$42675200
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,130,77,53
Community Participation Care,328,124,204
Early Childhood Supports,72,25,47
Group Centre Care,60,37,23
High Needs Personal Care,81,40,41
Other Capacity Building,284,95,189
Other Core,487,181,306
Personal Care,254,79,175
Plan Management,71,70,<5
Shared Accommodation Supports,71,31,40
Support Coordination,184,132,52
Therapy,411,150,261
Total,1574,597,977
,
