Service Type,Current participants
Capital,71.00 - 80.00
Community Participation Care,111.00 - 120.00
Early Childhood Supports,31.00 - 40.00
Group Centre Care,21.00 - 30.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,191.00 - 200.00
Other Core,221.00 - 230.00
Personal Care,71.00 - 80.00
Plan Management,161.00 - 170.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,111.00 - 120.00
Therapy,151.00 - 160.00
Total,311.00 - 320.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,21.00 - 30.00
,
Service Type,Current spend
Capital,$374536
Community Participation Care,$2521055
Early Childhood Supports,$223420
Group Centre Care,$248524
High Needs Personal Care,$171269
Other Capacity Building,$2101732
Other Core,$4446653
Personal Care,$3239143
Plan Management,$208825
Shared Accommodation Supports,$1525334
Support Coordination,$462310
Therapy,$1425333
Total,$16948100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,50,36,14
Community Participation Care,190,55,135
Early Childhood Supports,43,16,27
Group Centre Care,28,16,12
High Needs Personal Care,27,11,16
Other Capacity Building,248,64,184
Other Core,303,96,207
Personal Care,138,34,104
Plan Management,35,35,<5
Shared Accommodation Supports,31,10,21
Support Coordination,95,65,30
Therapy,253,85,168
Total,946,316,630
,
