Service Type,Current participants
Capital,31.00 - 40.00
Community Participation Care,31.00 - 40.00
Early Childhood Supports,41.00 - 50.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,61.00 - 70.00
Other Core,71.00 - 80.00
Personal Care,21.00 - 30.00
Plan Management,91.00 - 100.00
Shared Accommodation Supports,<=20
Support Coordination,41.00 - 50.00
Therapy,81.00 - 90.00
Total,151.00 - 160.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$60153
Community Participation Care,$1040989
Early Childhood Supports,$320438
Group Centre Care,$44285
High Needs Personal Care,$518540
Other Capacity Building,$470324
Other Core,$809210
Personal Care,$697404
Plan Management,$127002
Shared Accommodation Supports,$1629802
Support Coordination,$105643
Therapy,$423712
Total,$6247500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,29,16,13
Community Participation Care,52,14,38
Early Childhood Supports,30,9,21
Group Centre Care,7,6,<5
High Needs Personal Care,10,5,5
Other Capacity Building,42,25,17
Other Core,120,45,75
Personal Care,59,12,47
Plan Management,29,29,<5
Shared Accommodation Supports,7,6,<5
Support Coordination,30,23,7
Therapy,74,28,46
Total,319,132,187
,
