Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,21.00 - 30.00
Other Core,21.00 - 30.00
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,41.00 - 50.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$8631
Community Participation Care,$137692
Early Childhood Supports,$30247
Group Centre Care,$93129
High Needs Personal Care,$17
Other Capacity Building,$181729
Other Core,$243546
Personal Care,$50532
Plan Management,$24718
Shared Accommodation Supports,$63185
Support Coordination,$14937
Therapy,$73866
Total,$922200
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,10,<5,9
Community Participation Care,17,<5,16
Early Childhood Supports,10,<5,7
Group Centre Care,9,<5,6
High Needs Personal Care,<5,<5,<5
Other Capacity Building,22,8,14
Other Core,119,13,106
Personal Care,9,<5,8
Plan Management,12,12,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,7,<5,<5
Therapy,24,7,17
Total,191,39,152
,
