Service Type,Current participants
Capital,<=20
Community Participation Care,21.00 - 30.00
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,21.00 - 30.00
Personal Care,<=20
Plan Management,41.00 - 50.00
Shared Accommodation Supports,<=20
Support Coordination,21.00 - 30.00
Therapy,31.00 - 40.00
Total,41.00 - 50.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$50382
Community Participation Care,$625750
Early Childhood Supports,$25249
Group Centre Care,$3560
High Needs Personal Care,$63002
Other Capacity Building,$77213
Other Core,$370389
Personal Care,$486109
Plan Management,$56896
Shared Accommodation Supports,$160711
Support Coordination,$82315
Therapy,$214887
Total,$2216500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,19,11,8
Community Participation Care,30,8,22
Early Childhood Supports,7,<5,6
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,17,8,9
Other Core,43,13,30
Personal Care,17,5,12
Plan Management,15,15,<5
Shared Accommodation Supports,12,6,6
Support Coordination,20,13,7
Therapy,60,26,34
Total,157,63,94
,
