Service Type,Current participants
Capital,231.00 - 240.00
Community Participation Care,381.00 - 390.00
Early Childhood Supports,111.00 - 120.00
Group Centre Care,111.00 - 120.00
High Needs Personal Care,61.00 - 70.00
Other Capacity Building,271.00 - 280.00
Other Core,471.00 - 480.00
Personal Care,201.00 - 210.00
Plan Management,521.00 - 530.00
Shared Accommodation Supports,181.00 - 190.00
Support Coordination,411.00 - 420.00
Therapy,441.00 - 450.00
Total,691.00 - 700.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,61.00 - 70.00
Cultural and Linguistically Diverse participants,31.00 - 40.00
,
Service Type,Current spend
Capital,$891686
Community Participation Care,$11943917
Early Childhood Supports,$495507
Group Centre Care,$2003463
High Needs Personal Care,$1643418
Other Capacity Building,$2432955
Other Core,$4291716
Personal Care,$8807354
Plan Management,$706490
Shared Accommodation Supports,$36796814
Support Coordination,$1872218
Therapy,$2516199
Total,$74401700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,134,70,64
Community Participation Care,222,71,151
Early Childhood Supports,80,31,49
Group Centre Care,40,25,15
High Needs Personal Care,48,24,24
Other Capacity Building,164,77,87
Other Core,377,122,255
Personal Care,145,54,91
Plan Management,51,50,<5
Shared Accommodation Supports,64,33,31
Support Coordination,114,60,54
Therapy,263,100,163
Total,975,342,633
,
