Service Type,Current participants
Capital,31.00 - 40.00
Community Participation Care,51.00 - 60.00
Early Childhood Supports,21.00 - 30.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,41.00 - 50.00
Other Core,81.00 - 90.00
Personal Care,41.00 - 50.00
Plan Management,91.00 - 100.00
Shared Accommodation Supports,<=20
Support Coordination,41.00 - 50.00
Therapy,81.00 - 90.00
Total,121.00 - 130.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$291645
Community Participation Care,$967300
Early Childhood Supports,$122782
Group Centre Care,$103524
High Needs Personal Care,$197960
Other Capacity Building,$397218
Other Core,$685855
Personal Care,$1808609
Plan Management,$121511
Shared Accommodation Supports,$2129556
Support Coordination,$170028
Therapy,$682100
Total,$7678100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,35,27,8
Community Participation Care,78,32,46
Early Childhood Supports,33,15,18
Group Centre Care,21,8,13
High Needs Personal Care,16,8,8
Other Capacity Building,44,28,16
Other Core,134,54,80
Personal Care,68,33,35
Plan Management,32,32,<5
Shared Accommodation Supports,10,7,<5
Support Coordination,48,35,13
Therapy,139,62,77
Total,437,211,226
,
