Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
Other Capacity Building,<=20
Other Core,31.00 - 40.00
Personal Care,<=20
Plan Management,21.00 - 30.00
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,21.00 - 30.00
Total,31.00 - 40.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$67615
Community Participation Care,$195877
Early Childhood Supports,$25211
Group Centre Care,$66443
Other Capacity Building,$165982
Other Core,$609921
Personal Care,$379426
Plan Management,$30332
Shared Accommodation Supports,$35132
Support Coordination,$50010
Therapy,$62026
Total,$1688000
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,13,7,6
Community Participation Care,19,5,14
Early Childhood Supports,15,5,10
Group Centre Care,<5,<5,<5
Other Capacity Building,16,5,11
Other Core,49,18,31
Personal Care,10,<5,7
Plan Management,11,11,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,13,9,<5
Therapy,29,10,19
Total,134,57,77
,
