Service Type,Current participants
Capital,71.00 - 80.00
Community Participation Care,91.00 - 100.00
Early Childhood Supports,51.00 - 60.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,61.00 - 70.00
Other Core,101.00 - 110.00
Personal Care,61.00 - 70.00
Plan Management,171.00 - 180.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,131.00 - 140.00
Therapy,151.00 - 160.00
Total,201.00 - 210.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,91.00 - 100.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$335769
Community Participation Care,$2841222
Early Childhood Supports,$239188
Group Centre Care,$79199
High Needs Personal Care,$19072
Other Capacity Building,$390680
Other Core,$1298227
Personal Care,$2662800
Plan Management,$244918
Shared Accommodation Supports,$1085774
Support Coordination,$484456
Therapy,$864349
Total,$10545700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,72,34,38
Community Participation Care,93,22,71
Early Childhood Supports,43,16,27
Group Centre Care,15,6,9
High Needs Personal Care,18,6,12
Other Capacity Building,52,23,29
Other Core,131,50,81
Personal Care,74,14,60
Plan Management,28,28,<5
Shared Accommodation Supports,17,7,10
Support Coordination,46,26,20
Therapy,120,44,76
Total,402,151,251
,
