Service Type,Current participants
Capital,261.00 - 270.00
Community Participation Care,641.00 - 650.00
Early Childhood Supports,291.00 - 300.00
Group Centre Care,231.00 - 240.00
High Needs Personal Care,121.00 - 130.00
Other Capacity Building,491.00 - 500.00
Other Core,841.00 - 850.00
Personal Care,491.00 - 500.00
Plan Management,711.00 - 720.00
Shared Accommodation Supports,141.00 - 150.00
Support Coordination,651.00 - 660.00
Therapy,991 - 1000
Total,1371 - 1380
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,81.00 - 90.00
Cultural and Linguistically Diverse participants,461.00 - 470.00
,
Service Type,Current spend
Capital,$1593386
Community Participation Care,$19927844
Early Childhood Supports,$1732699
Group Centre Care,$5087228
High Needs Personal Care,$3489284
Other Capacity Building,$4495390
Other Core,$8031754
Personal Care,$23855606
Plan Management,$928508
Shared Accommodation Supports,$13327727
Support Coordination,$2383425
Therapy,$7871356
Total,$92724200
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,165,122,43
Community Participation Care,536,302,234
Early Childhood Supports,196,112,84
Group Centre Care,131,96,35
High Needs Personal Care,117,78,39
Other Capacity Building,381,238,143
Other Core,756,343,413
Personal Care,464,252,212
Plan Management,158,158,<5
Shared Accommodation Supports,119,85,34
Support Coordination,357,279,78
Therapy,698,379,319
Total,2144,1097,1047
,
