Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,21.00 - 30.00
Personal Care,<=20
Plan Management,41.00 - 50.00
Shared Accommodation Supports,<=20
Support Coordination,31.00 - 40.00
Therapy,31.00 - 40.00
Total,51.00 - 60.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$34211
Community Participation Care,$377554
Early Childhood Supports,$74317
Group Centre Care,$11092
High Needs Personal Care,$26279
Other Capacity Building,$102332
Other Core,$114692
Personal Care,$869106
Plan Management,$67377
Shared Accommodation Supports,$444749
Support Coordination,$146040
Therapy,$251301
Total,$2519100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,19,11,8
Community Participation Care,23,11,12
Early Childhood Supports,9,6,<5
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,18,8,10
Other Core,43,24,19
Personal Care,26,10,16
Plan Management,17,17,<5
Shared Accommodation Supports,9,6,<5
Support Coordination,23,16,7
Therapy,15,11,<5
Total,124,74,50
,
