Service Type,Current participants
Capital,311.00 - 320.00
Community Participation Care,761.00 - 770.00
Early Childhood Supports,461.00 - 470.00
Group Centre Care,331.00 - 340.00
High Needs Personal Care,191.00 - 200.00
Other Capacity Building,611.00 - 620.00
Other Core,1061 - 1070
Personal Care,501.00 - 510.00
Plan Management,1481 - 1490
Shared Accommodation Supports,361.00 - 370.00
Support Coordination,951.00 - 960.00
Therapy,1231 - 1240
Total,1741 - 1750
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,401.00 - 410.00
Cultural and Linguistically Diverse participants,21.00 - 30.00
,
Service Type,Current spend
Capital,$2586319
Community Participation Care,$19976442
Early Childhood Supports,$2318462
Group Centre Care,$4877446
High Needs Personal Care,$2214575
Other Capacity Building,$4365280
Other Core,$8294238
Personal Care,$17393207
Plan Management,$1918148
Shared Accommodation Supports,$40394342
Support Coordination,$3362848
Therapy,$6003228
Total,$113704500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,156,86,70
Community Participation Care,409,54,355
Early Childhood Supports,100,38,62
Group Centre Care,80,19,61
High Needs Personal Care,92,21,71
Other Capacity Building,254,80,174
Other Core,631,175,456
Personal Care,336,41,295
Plan Management,90,90,<5
Shared Accommodation Supports,158,39,119
Support Coordination,158,84,74
Therapy,319,109,210
Total,1494,461,1033
,
