Service Type,Current participants
Capital,111.00 - 120.00
Community Participation Care,191.00 - 200.00
Early Childhood Supports,41.00 - 50.00
Group Centre Care,41.00 - 50.00
High Needs Personal Care,51.00 - 60.00
Other Capacity Building,321.00 - 330.00
Other Core,391.00 - 400.00
Personal Care,121.00 - 130.00
Plan Management,261.00 - 270.00
Shared Accommodation Supports,51.00 - 60.00
Support Coordination,191.00 - 200.00
Therapy,231.00 - 240.00
Total,521.00 - 530.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,51.00 - 60.00
,
Service Type,Current spend
Capital,$1371616
Community Participation Care,$6493830
Early Childhood Supports,$327738
Group Centre Care,$642786
High Needs Personal Care,$324362
Other Capacity Building,$3490707
Other Core,$4369353
Personal Care,$5503096
Plan Management,$343120
Shared Accommodation Supports,$6095832
Support Coordination,$1157449
Therapy,$1907684
Total,$32027600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,93,60,33
Community Participation Care,264,111,153
Early Childhood Supports,59,24,35
Group Centre Care,47,24,23
High Needs Personal Care,62,33,29
Other Capacity Building,327,113,214
Other Core,423,152,271
Personal Care,166,61,105
Plan Management,60,60,<5
Shared Accommodation Supports,40,27,13
Support Coordination,143,105,38
Therapy,353,122,231
Total,1384,542,842
,
