Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,21.00 - 30.00
Other Core,31.00 - 40.00
Personal Care,<=20
Plan Management,31.00 - 40.00
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,21.00 - 30.00
Total,41.00 - 50.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$109712
Community Participation Care,$472997
Early Childhood Supports,$28076
Group Centre Care,$84756
High Needs Personal Care,$1843
Other Capacity Building,$313800
Other Core,$529778
Personal Care,$1061997
Plan Management,$43131
Shared Accommodation Supports,$782045
Support Coordination,$86496
Therapy,$174520
Total,$3689200
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,20,12,8
Community Participation Care,36,8,28
Early Childhood Supports,13,<5,9
Group Centre Care,11,<5,9
High Needs Personal Care,6,<5,<5
Other Capacity Building,38,19,19
Other Core,63,27,36
Personal Care,27,<5,23
Plan Management,12,12,<5
Shared Accommodation Supports,8,<5,6
Support Coordination,16,13,<5
Therapy,44,10,34
Total,199,81,118
,
