Service Type,Current participants
Capital,21.00 - 30.00
Community Participation Care,31.00 - 40.00
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,61.00 - 70.00
Other Core,71.00 - 80.00
Personal Care,31.00 - 40.00
Plan Management,51.00 - 60.00
Shared Accommodation Supports,<=20
Support Coordination,41.00 - 50.00
Therapy,51.00 - 60.00
Total,101.00 - 110.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$36163
Community Participation Care,$713558
Early Childhood Supports,$67044
Group Centre Care,$99594
High Needs Personal Care,$105620
Other Capacity Building,$718103
Other Core,$875772
Personal Care,$900900
Plan Management,$69281
Shared Accommodation Supports,$110423
Support Coordination,$192422
Therapy,$534825
Total,$4423700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,19,13,6
Community Participation Care,66,24,42
Early Childhood Supports,24,16,8
Group Centre Care,9,5,<5
High Needs Personal Care,17,8,9
Other Capacity Building,49,26,23
Other Core,119,50,69
Personal Care,59,16,43
Plan Management,23,23,<5
Shared Accommodation Supports,6,5,<5
Support Coordination,47,38,9
Therapy,132,67,65
Total,397,194,203
,
