Service Type,Current participants
Capital,371.00 - 380.00
Community Participation Care,561.00 - 570.00
Early Childhood Supports,401.00 - 410.00
Group Centre Care,111.00 - 120.00
High Needs Personal Care,101.00 - 110.00
Other Capacity Building,661.00 - 670.00
Other Core,921.00 - 930.00
Personal Care,341.00 - 350.00
Plan Management,1051 - 1060
Shared Accommodation Supports,171.00 - 180.00
Support Coordination,641.00 - 650.00
Therapy,1191 - 1200
Total,1721 - 1730
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,91.00 - 100.00
Cultural and Linguistically Diverse participants,151.00 - 160.00
,
Service Type,Current spend
Capital,$2355452
Community Participation Care,$15139900
Early Childhood Supports,$3249945
Group Centre Care,$738815
High Needs Personal Care,$1230835
Other Capacity Building,$6400258
Other Core,$9614692
Personal Care,$12100857
Plan Management,$1366620
Shared Accommodation Supports,$24419631
Support Coordination,$2620025
Therapy,$9398260
Total,$88635300
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,227,149,78
Community Participation Care,561,195,366
Early Childhood Supports,174,72,102
Group Centre Care,76,48,28
High Needs Personal Care,101,51,50
Other Capacity Building,439,176,263
Other Core,784,254,530
Personal Care,384,144,240
Plan Management,94,94,<5
Shared Accommodation Supports,131,72,59
Support Coordination,322,177,145
Therapy,621,214,407
Total,2266,791,1475
,
