Service Type,Current participants
Capital,101.00 - 110.00
Community Participation Care,161.00 - 170.00
Early Childhood Supports,51.00 - 60.00
Group Centre Care,61.00 - 70.00
High Needs Personal Care,51.00 - 60.00
Other Capacity Building,301.00 - 310.00
Other Core,361.00 - 370.00
Personal Care,111.00 - 120.00
Plan Management,251.00 - 260.00
Shared Accommodation Supports,61.00 - 70.00
Support Coordination,171.00 - 180.00
Therapy,221.00 - 230.00
Total,501.00 - 510.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,131.00 - 140.00
,
Service Type,Current spend
Capital,$706046
Community Participation Care,$3889237
Early Childhood Supports,$369729
Group Centre Care,$1799153
High Needs Personal Care,$1251031
Other Capacity Building,$3608863
Other Core,$3304685
Personal Care,$2913427
Plan Management,$333073
Shared Accommodation Supports,$6477868
Support Coordination,$840750
Therapy,$1696489
Total,$27190400
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,99,59,40
Community Participation Care,281,87,194
Early Childhood Supports,56,25,31
Group Centre Care,43,22,21
High Needs Personal Care,52,17,35
Other Capacity Building,268,87,181
Other Core,432,144,288
Personal Care,167,51,116
Plan Management,59,57,<5
Shared Accommodation Supports,42,18,24
Support Coordination,150,101,49
Therapy,363,134,229
Total,1361,503,858
,
