Service Type,Current participants
Capital,101.00 - 110.00
Community Participation Care,131.00 - 140.00
Early Childhood Supports,81.00 - 90.00
Group Centre Care,31.00 - 40.00
High Needs Personal Care,31.00 - 40.00
Other Capacity Building,281.00 - 290.00
Other Core,331.00 - 340.00
Personal Care,101.00 - 110.00
Plan Management,261.00 - 270.00
Shared Accommodation Supports,41.00 - 50.00
Support Coordination,121.00 - 130.00
Therapy,241.00 - 250.00
Total,501.00 - 510.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,31.00 - 40.00
,
Service Type,Current spend
Capital,$1165992
Community Participation Care,$3714955
Early Childhood Supports,$472675
Group Centre Care,$386643
High Needs Personal Care,$79844
Other Capacity Building,$2494763
Other Core,$4376205
Personal Care,$3416598
Plan Management,$346235
Shared Accommodation Supports,$3585008
Support Coordination,$448227
Therapy,$1930816
Total,$22418000
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,93,51,42
Community Participation Care,269,67,202
Early Childhood Supports,90,40,50
Group Centre Care,35,13,22
High Needs Personal Care,56,18,38
Other Capacity Building,249,82,167
Other Core,443,144,299
Personal Care,203,43,160
Plan Management,75,75,<5
Shared Accommodation Supports,50,21,29
Support Coordination,114,78,36
Therapy,415,141,274
Total,1398,466,932
,
