Service Type,Current participants
Capital,321.00 - 330.00
Community Participation Care,661.00 - 670.00
Early Childhood Supports,381.00 - 390.00
Group Centre Care,261.00 - 270.00
High Needs Personal Care,181.00 - 190.00
Other Capacity Building,541.00 - 550.00
Other Core,971.00 - 980.00
Personal Care,391.00 - 400.00
Plan Management,1251 - 1260
Shared Accommodation Supports,261.00 - 270.00
Support Coordination,741.00 - 750.00
Therapy,1011 - 1020
Total,1511 - 1520
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,131.00 - 140.00
Cultural and Linguistically Diverse participants,21.00 - 30.00
,
Service Type,Current spend
Capital,$2068167
Community Participation Care,$14191408
Early Childhood Supports,$2167927
Group Centre Care,$3527389
High Needs Personal Care,$1623109
Other Capacity Building,$4105835
Other Core,$7651852
Personal Care,$9225600
Plan Management,$1743657
Shared Accommodation Supports,$21535850
Support Coordination,$2992252
Therapy,$6253155
Total,$77086200
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,167,83,84
Community Participation Care,418,69,349
Early Childhood Supports,134,47,87
Group Centre Care,79,26,53
High Needs Personal Care,115,28,87
Other Capacity Building,274,89,185
Other Core,753,200,553
Personal Care,336,56,280
Plan Management,74,71,<5
Shared Accommodation Supports,151,42,109
Support Coordination,182,91,91
Therapy,415,112,303
Total,1745,477,1268
,
