Service Type,Current participants
Capital,121.00 - 130.00
Community Participation Care,141.00 - 150.00
Early Childhood Supports,41.00 - 50.00
Group Centre Care,51.00 - 60.00
High Needs Personal Care,41.00 - 50.00
Other Capacity Building,451.00 - 460.00
Other Core,451.00 - 460.00
Personal Care,121.00 - 130.00
Plan Management,241.00 - 250.00
Shared Accommodation Supports,51.00 - 60.00
Support Coordination,121.00 - 130.00
Therapy,231.00 - 240.00
Total,621.00 - 630.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,31.00 - 40.00
,
Service Type,Current spend
Capital,$1431399
Community Participation Care,$3384284
Early Childhood Supports,$122025
Group Centre Care,$994784
High Needs Personal Care,$1268045
Other Capacity Building,$4083904
Other Core,$5688024
Personal Care,$3922728
Plan Management,$309608
Shared Accommodation Supports,$10244264
Support Coordination,$472023
Therapy,$1910780
Total,$33831900
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,104,74,30
Community Participation Care,231,61,170
Early Childhood Supports,53,18,35
Group Centre Care,38,20,18
High Needs Personal Care,48,19,29
Other Capacity Building,384,102,282
Other Core,486,134,352
Personal Care,198,41,157
Plan Management,68,68,<5
Shared Accommodation Supports,42,22,20
Support Coordination,116,71,45
Therapy,350,125,225
Total,1409,453,956
,
