Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,21.00 - 30.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$12868
Community Participation Care,$115756
Early Childhood Supports,$50887
Group Centre Care,$104258
High Needs Personal Care,$1428
Other Capacity Building,$69320
Other Core,$174026
Personal Care,$76298
Plan Management,$25520
Shared Accommodation Supports,$25499
Support Coordination,$36714
Therapy,$78244
Total,$770800
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,5,<5,<5
Community Participation Care,10,<5,9
Early Childhood Supports,9,6,<5
Group Centre Care,5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,8,<5,<5
Other Core,22,11,11
Personal Care,5,<5,<5
Plan Management,12,12,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,8,6,<5
Therapy,17,9,8
Total,66,36,30
,
