Service Type,Current participants
Capital,251.00 - 260.00
Community Participation Care,461.00 - 470.00
Early Childhood Supports,181.00 - 190.00
Group Centre Care,191.00 - 200.00
High Needs Personal Care,111.00 - 120.00
Other Capacity Building,471.00 - 480.00
Other Core,721.00 - 730.00
Personal Care,291.00 - 300.00
Plan Management,891.00 - 900.00
Shared Accommodation Supports,151.00 - 160.00
Support Coordination,491.00 - 500.00
Therapy,701.00 - 710.00
Total,1141 - 1150
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,161.00 - 170.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$2087270
Community Participation Care,$11411885
Early Childhood Supports,$1337228
Group Centre Care,$2728347
High Needs Personal Care,$1911445
Other Capacity Building,$3635472
Other Core,$6843426
Personal Care,$9535292
Plan Management,$1191311
Shared Accommodation Supports,$11241407
Support Coordination,$1704304
Therapy,$4039215
Total,$57666600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,163,99,64
Community Participation Care,477,77,400
Early Childhood Supports,92,39,53
Group Centre Care,90,23,67
High Needs Personal Care,83,25,58
Other Capacity Building,309,87,222
Other Core,755,179,576
Personal Care,320,46,274
Plan Management,92,92,<5
Shared Accommodation Supports,107,31,76
Support Coordination,173,95,78
Therapy,371,112,259
Total,1809,494,1315
,
