Service Type,Current participants
Capital,21.00 - 30.00
Community Participation Care,31.00 - 40.00
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,31.00 - 40.00
Other Core,61.00 - 70.00
Personal Care,21.00 - 30.00
Plan Management,61.00 - 70.00
Shared Accommodation Supports,<=20
Support Coordination,31.00 - 40.00
Therapy,51.00 - 60.00
Total,101.00 - 110.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$146802
Community Participation Care,$675596
Early Childhood Supports,$105877
Group Centre Care,$224799
High Needs Personal Care,$104922
Other Capacity Building,$348367
Other Core,$906556
Personal Care,$482319
Plan Management,$87844
Shared Accommodation Supports,$886420
Support Coordination,$139034
Therapy,$359174
Total,$4467700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,29,12,17
Community Participation Care,47,16,31
Early Childhood Supports,14,<5,11
Group Centre Care,12,8,<5
High Needs Personal Care,8,<5,5
Other Capacity Building,36,13,23
Other Core,85,32,53
Personal Care,34,10,24
Plan Management,17,17,<5
Shared Accommodation Supports,14,8,6
Support Coordination,15,12,<5
Therapy,84,31,53
Total,255,102,153
,
