Service Type,Current participants
Capital,171.00 - 180.00
Community Participation Care,511.00 - 520.00
Early Childhood Supports,201.00 - 210.00
Group Centre Care,171.00 - 180.00
High Needs Personal Care,101.00 - 110.00
Other Capacity Building,441.00 - 450.00
Other Core,611.00 - 620.00
Personal Care,281.00 - 290.00
Plan Management,961.00 - 970.00
Shared Accommodation Supports,171.00 - 180.00
Support Coordination,531.00 - 540.00
Therapy,701.00 - 710.00
Total,1111 - 1120
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,321.00 - 330.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$1028393
Community Participation Care,$15251841
Early Childhood Supports,$1246141
Group Centre Care,$1763932
High Needs Personal Care,$974108
Other Capacity Building,$3104221
Other Core,$4359383
Personal Care,$13233423
Plan Management,$1216251
Shared Accommodation Supports,$12320753
Support Coordination,$2167176
Therapy,$3516070
Total,$60181700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,102,67,35
Community Participation Care,350,63,287
Early Childhood Supports,93,36,57
Group Centre Care,44,15,29
High Needs Personal Care,54,18,36
Other Capacity Building,224,78,146
Other Core,388,125,263
Personal Care,254,33,221
Plan Management,74,74,<5
Shared Accommodation Supports,97,30,67
Support Coordination,161,101,60
Therapy,299,93,206
Total,1229,413,816
,
