Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,21.00 - 30.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$33545
Community Participation Care,$170707
Early Childhood Supports,$14120
Group Centre Care,$9277
Other Capacity Building,$63367
Other Core,$94934
Personal Care,$57280
Plan Management,$21903
Shared Accommodation Supports,$3376
Support Coordination,$32824
Therapy,$45311
Total,$546600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,7,<5,<5
Community Participation Care,8,<5,<5
Early Childhood Supports,6,<5,<5
Group Centre Care,<5,<5,<5
Other Capacity Building,10,7,<5
Other Core,14,<5,10
Personal Care,<5,<5,<5
Plan Management,7,7,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,6,<5,<5
Therapy,20,10,10
Total,63,32,31
,
