Service Type,Current participants
Capital,61.00 - 70.00
Community Participation Care,71.00 - 80.00
Early Childhood Supports,<=20
Group Centre Care,31.00 - 40.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,211.00 - 220.00
Other Core,221.00 - 230.00
Personal Care,51.00 - 60.00
Plan Management,121.00 - 130.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,91.00 - 100.00
Therapy,111.00 - 120.00
Total,301.00 - 310.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,31.00 - 40.00
,
Service Type,Current spend
Capital,$382161
Community Participation Care,$1754358
Early Childhood Supports,$74175
Group Centre Care,$745822
High Needs Personal Care,$440795
Other Capacity Building,$2073181
Other Core,$4024528
Personal Care,$1988602
Plan Management,$158821
Shared Accommodation Supports,$2929541
Support Coordination,$386195
Therapy,$880358
Total,$15838500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,75,49,26
Community Participation Care,171,57,114
Early Childhood Supports,25,10,15
Group Centre Care,31,18,13
High Needs Personal Care,33,13,20
Other Capacity Building,227,67,160
Other Core,268,89,179
Personal Care,87,27,60
Plan Management,35,35,<5
Shared Accommodation Supports,21,14,7
Support Coordination,78,61,17
Therapy,223,84,139
Total,891,335,556
,
