Service Type,Current participants
Capital,31.00 - 40.00
Community Participation Care,31.00 - 40.00
Early Childhood Supports,21.00 - 30.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,41.00 - 50.00
Other Core,71.00 - 80.00
Personal Care,21.00 - 30.00
Plan Management,91.00 - 100.00
Shared Accommodation Supports,<=20
Support Coordination,31.00 - 40.00
Therapy,71.00 - 80.00
Total,121.00 - 130.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$188168
Community Participation Care,$1035900
Early Childhood Supports,$135257
Group Centre Care,$219417
High Needs Personal Care,$568
Other Capacity Building,$396350
Other Core,$891008
Personal Care,$1205887
Plan Management,$127499
Shared Accommodation Supports,$2017993
Support Coordination,$146582
Therapy,$451484
Total,$6816100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,32,23,9
Community Participation Care,42,18,24
Early Childhood Supports,39,14,25
Group Centre Care,10,7,<5
High Needs Personal Care,5,<5,<5
Other Capacity Building,76,33,43
Other Core,213,47,166
Personal Care,27,12,15
Plan Management,16,16,<5
Shared Accommodation Supports,11,7,<5
Support Coordination,35,20,15
Therapy,101,39,62
Total,403,127,276
,
