Service Type,Current participants
Capital,321.00 - 330.00
Community Participation Care,641.00 - 650.00
Early Childhood Supports,441.00 - 450.00
Group Centre Care,231.00 - 240.00
High Needs Personal Care,131.00 - 140.00
Other Capacity Building,771.00 - 780.00
Other Core,931.00 - 940.00
Personal Care,391.00 - 400.00
Plan Management,1041 - 1050
Shared Accommodation Supports,261.00 - 270.00
Support Coordination,771.00 - 780.00
Therapy,1151 - 1160
Total,1681 - 1690
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,221.00 - 230.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$2559679
Community Participation Care,$17494503
Early Childhood Supports,$3175649
Group Centre Care,$2945366
High Needs Personal Care,$1672162
Other Capacity Building,$6265331
Other Core,$8858568
Personal Care,$13929896
Plan Management,$1321347
Shared Accommodation Supports,$44836998
Support Coordination,$3205705
Therapy,$7381740
Total,$113646900
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,199,130,69
Community Participation Care,417,172,245
Early Childhood Supports,171,84,87
Group Centre Care,77,44,33
High Needs Personal Care,99,61,38
Other Capacity Building,403,201,202
Other Core,641,245,396
Personal Care,317,127,190
Plan Management,94,94,<5
Shared Accommodation Supports,159,87,72
Support Coordination,233,165,68
Therapy,504,231,273
Total,1868,790,1078
,
