Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,31.00 - 40.00
Other Core,41.00 - 50.00
Personal Care,<=20
Plan Management,41.00 - 50.00
Shared Accommodation Supports,<=20
Support Coordination,21.00 - 30.00
Therapy,41.00 - 50.00
Total,61.00 - 70.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$25212
Community Participation Care,$313609
Early Childhood Supports,$70115
Group Centre Care,$31947
High Needs Personal Care,$1120
Other Capacity Building,$148383
Other Core,$537704
Personal Care,$199944
Plan Management,$60818
Shared Accommodation Supports,$128109
Support Coordination,$76640
Therapy,$311927
Total,$1905500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,13,6,7
Community Participation Care,28,5,23
Early Childhood Supports,23,7,16
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,41,12,29
Other Core,96,27,69
Personal Care,21,<5,20
Plan Management,17,17,<5
Shared Accommodation Supports,8,<5,7
Support Coordination,21,13,8
Therapy,80,22,58
Total,263,81,182
,
