Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,21.00 - 30.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$22871
Community Participation Care,$208264
Early Childhood Supports,$43526
Group Centre Care,$100
High Needs Personal Care,$1773
Other Capacity Building,$27152
Other Core,$61326
Personal Care,$551833
Plan Management,$29598
Shared Accommodation Supports,$78520
Support Coordination,$66395
Therapy,$145874
Total,$1237200
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,5,<5,<5
Community Participation Care,11,<5,11
Early Childhood Supports,8,<5,7
Group Centre Care,<5,<5,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,6,<5,<5
Other Core,24,5,19
Personal Care,18,<5,17
Plan Management,13,13,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,17,7,10
Therapy,22,6,16
Total,92,35,57
,
