Service Type,Current participants
Capital,31.00 - 40.00
Community Participation Care,41.00 - 50.00
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,61.00 - 70.00
Other Core,81.00 - 90.00
Personal Care,31.00 - 40.00
Plan Management,71.00 - 80.00
Shared Accommodation Supports,<=20
Support Coordination,41.00 - 50.00
Therapy,61.00 - 70.00
Total,111.00 - 120.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$337785
Community Participation Care,$1095591
Early Childhood Supports,$183831
Group Centre Care,$165633
High Needs Personal Care,$105429
Other Capacity Building,$664409
Other Core,$1523434
Personal Care,$1228054
Plan Management,$97898
Shared Accommodation Supports,$1758054
Support Coordination,$176173
Therapy,$431762
Total,$7768100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,58,35,23
Community Participation Care,96,14,82
Early Childhood Supports,39,10,29
Group Centre Care,16,<5,12
High Needs Personal Care,21,5,16
Other Capacity Building,68,10,58
Other Core,148,50,98
Personal Care,76,13,63
Plan Management,35,35,<5
Shared Accommodation Supports,17,<5,13
Support Coordination,43,23,20
Therapy,142,37,105
Total,525,172,353
,
