Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
Other Capacity Building,<=20
Other Core,21.00 - 30.00
Personal Care,<=20
Plan Management,<=20
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,<=20
Total,31.00 - 40.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$9426
Community Participation Care,$168132
Early Childhood Supports,$4592
Group Centre Care,$33997
Other Capacity Building,$204651
Other Core,$199629
Personal Care,$38560
Plan Management,$25336
Shared Accommodation Supports,$231788
Support Coordination,$34619
Therapy,$164614
Total,$1115300
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,7,<5,5
Community Participation Care,15,<5,12
Early Childhood Supports,<5,<5,<5
Group Centre Care,5,<5,<5
Other Capacity Building,32,7,25
Other Core,39,12,27
Personal Care,8,<5,7
Plan Management,9,9,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,11,<5,8
Therapy,32,10,22
Total,112,35,77
,
