Service Type,Current participants
Capital,321.00 - 330.00
Community Participation Care,641.00 - 650.00
Early Childhood Supports,431.00 - 440.00
Group Centre Care,231.00 - 240.00
High Needs Personal Care,201.00 - 210.00
Other Capacity Building,781.00 - 790.00
Other Core,951.00 - 960.00
Personal Care,391.00 - 400.00
Plan Management,1041 - 1050
Shared Accommodation Supports,271.00 - 280.00
Support Coordination,661.00 - 670.00
Therapy,1131 - 1140
Total,1721 - 1730
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,161.00 - 170.00
Cultural and Linguistically Diverse participants,151.00 - 160.00
,
Service Type,Current spend
Capital,$3900247
Community Participation Care,$17904744
Early Childhood Supports,$3243152
Group Centre Care,$3693817
High Needs Personal Care,$2548148
Other Capacity Building,$8314008
Other Core,$9302304
Personal Care,$15461116
Plan Management,$1347999
Shared Accommodation Supports,$55802507
Support Coordination,$2849088
Therapy,$8280136
Total,$132647300
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,204,132,72
Community Participation Care,577,276,301
Early Childhood Supports,213,121,92
Group Centre Care,113,65,48
High Needs Personal Care,154,80,74
Other Capacity Building,521,253,268
Other Core,983,337,646
Personal Care,408,181,227
Plan Management,146,146,<5
Shared Accommodation Supports,155,105,50
Support Coordination,350,261,89
Therapy,765,371,394
Total,2694,1187,1507
,
