Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,31.00 - 40.00
Personal Care,<=20
Plan Management,41.00 - 50.00
Shared Accommodation Supports,<=20
Support Coordination,21.00 - 30.00
Therapy,31.00 - 40.00
Total,51.00 - 60.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$142508
Community Participation Care,$247725
Early Childhood Supports,$38272
High Needs Personal Care,$8162
Other Capacity Building,$47042
Other Core,$167056
Personal Care,$410325
Plan Management,$67961
Shared Accommodation Supports,$495570
Support Coordination,$39858
Therapy,$229339
Total,$1893800
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,21,9,12
Community Participation Care,24,7,17
Early Childhood Supports,8,<5,5
High Needs Personal Care,6,<5,5
Other Capacity Building,9,5,<5
Other Core,61,23,38
Personal Care,21,5,16
Plan Management,10,10,<5
Shared Accommodation Supports,7,<5,<5
Support Coordination,20,9,11
Therapy,48,19,29
Total,158,60,98
,
