Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,51.00 - 60.00
Other Core,41.00 - 50.00
Personal Care,<=20
Plan Management,21.00 - 30.00
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,21.00 - 30.00
Total,71.00 - 80.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$93852
Community Participation Care,$158837
Early Childhood Supports,$9000
Group Centre Care,$50893
High Needs Personal Care,$30498
Other Capacity Building,$565034
Other Core,$549500
Personal Care,$166028
Plan Management,$27717
Shared Accommodation Supports,$18612
Support Coordination,$31840
Therapy,$152652
Total,$1854500
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,11,8,<5
Community Participation Care,21,11,10
Early Childhood Supports,6,<5,<5
Group Centre Care,10,7,<5
High Needs Personal Care,<5,<5,<5
Other Capacity Building,66,27,39
Other Core,69,20,49
Personal Care,13,<5,9
Plan Management,11,11,<5
Shared Accommodation Supports,<5,<5,<5
Support Coordination,17,15,<5
Therapy,37,17,20
Total,192,88,104
,
