Service Type,Current participants
Capital,91.00 - 100.00
Community Participation Care,141.00 - 150.00
Early Childhood Supports,71.00 - 80.00
Group Centre Care,31.00 - 40.00
High Needs Personal Care,51.00 - 60.00
Other Capacity Building,221.00 - 230.00
Other Core,281.00 - 290.00
Personal Care,111.00 - 120.00
Plan Management,271.00 - 280.00
Shared Accommodation Supports,41.00 - 50.00
Support Coordination,141.00 - 150.00
Therapy,231.00 - 240.00
Total,431.00 - 440.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,21.00 - 30.00
Cultural and Linguistically Diverse participants,21.00 - 30.00
,
Service Type,Current spend
Capital,$645274
Community Participation Care,$3479339
Early Childhood Supports,$498153
Group Centre Care,$466487
High Needs Personal Care,$451936
Other Capacity Building,$2009081
Other Core,$2851972
Personal Care,$6049295
Plan Management,$359290
Shared Accommodation Supports,$3266156
Support Coordination,$487958
Therapy,$1707820
Total,$22272800
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,110,68,42
Community Participation Care,288,68,220
Early Childhood Supports,67,31,36
Group Centre Care,37,18,19
High Needs Personal Care,74,22,52
Other Capacity Building,231,91,140
Other Core,415,118,297
Personal Care,289,47,242
Plan Management,73,72,<5
Shared Accommodation Supports,44,21,23
Support Coordination,148,101,47
Therapy,338,119,219
Total,1400,478,922
,
