Service Type,Current participants
Capital,101.00 - 110.00
Community Participation Care,121.00 - 130.00
Early Childhood Supports,101.00 - 110.00
Group Centre Care,51.00 - 60.00
High Needs Personal Care,31.00 - 40.00
Other Capacity Building,281.00 - 290.00
Other Core,311.00 - 320.00
Personal Care,101.00 - 110.00
Plan Management,281.00 - 290.00
Shared Accommodation Supports,51.00 - 60.00
Support Coordination,151.00 - 160.00
Therapy,261.00 - 270.00
Total,481.00 - 490.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,21.00 - 30.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$622416
Community Participation Care,$3341072
Early Childhood Supports,$511297
Group Centre Care,$596863
High Needs Personal Care,$73586
Other Capacity Building,$2637159
Other Core,$4271285
Personal Care,$4639872
Plan Management,$379278
Shared Accommodation Supports,$7706860
Support Coordination,$507027
Therapy,$1762432
Total,$27049100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,101,67,34
Community Participation Care,232,56,176
Early Childhood Supports,88,25,63
Group Centre Care,47,16,31
High Needs Personal Care,39,13,26
Other Capacity Building,264,103,161
Other Core,379,121,258
Personal Care,177,36,141
Plan Management,74,74,<5
Shared Accommodation Supports,67,20,47
Support Coordination,135,91,44
Therapy,351,124,227
Total,1283,465,818
,
