Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,<=20
Other Core,<=20
Personal Care,<=20
Plan Management,21.00 - 30.00
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,21.00 - 30.00
Total,21.00 - 30.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$60449
Community Participation Care,$467691
Early Childhood Supports,$14544
Group Centre Care,$100
High Needs Personal Care,$5237
Other Capacity Building,$74932
Other Core,$108613
Personal Care,$290362
Plan Management,$44100
Shared Accommodation Supports,$54734
Support Coordination,$70236
Therapy,$101006
Total,$1292000
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,8,<5,<5
Community Participation Care,29,8,21
Early Childhood Supports,5,<5,<5
Group Centre Care,<5,<5,<5
High Needs Personal Care,5,<5,<5
Other Capacity Building,15,10,5
Other Core,36,12,24
Personal Care,22,<5,18
Plan Management,9,9,<5
Shared Accommodation Supports,5,<5,<5
Support Coordination,17,13,<5
Therapy,24,12,12
Total,110,51,59
,
