Service Type,Current participants
Capital,91.00 - 100.00
Community Participation Care,211.00 - 220.00
Early Childhood Supports,41.00 - 50.00
Group Centre Care,41.00 - 50.00
High Needs Personal Care,71.00 - 80.00
Other Capacity Building,141.00 - 150.00
Other Core,271.00 - 280.00
Personal Care,141.00 - 150.00
Plan Management,241.00 - 250.00
Shared Accommodation Supports,31.00 - 40.00
Support Coordination,211.00 - 220.00
Therapy,231.00 - 240.00
Total,341.00 - 350.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,41.00 - 50.00
Cultural and Linguistically Diverse participants,41.00 - 50.00
,
Service Type,Current spend
Capital,$463234
Community Participation Care,$7091884
Early Childhood Supports,$177699
Group Centre Care,$534987
High Needs Personal Care,$685661
Other Capacity Building,$1419126
Other Core,$2843941
Personal Care,$4360545
Plan Management,$324228
Shared Accommodation Supports,$1936891
Support Coordination,$1003171
Therapy,$1999369
Total,$22840700
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,72,53,19
Community Participation Care,299,118,181
Early Childhood Supports,37,20,17
Group Centre Care,38,25,13
High Needs Personal Care,79,37,42
Other Capacity Building,159,60,99
Other Core,381,160,221
Personal Care,236,89,147
Plan Management,67,67,<5
Shared Accommodation Supports,44,22,22
Support Coordination,151,114,37
Therapy,363,157,206
Total,1191,509,682
,
