Service Type,Current participants
Capital,121.00 - 130.00
Community Participation Care,141.00 - 150.00
Early Childhood Supports,71.00 - 80.00
Group Centre Care,61.00 - 70.00
High Needs Personal Care,41.00 - 50.00
Other Capacity Building,281.00 - 290.00
Other Core,351.00 - 360.00
Personal Care,101.00 - 110.00
Plan Management,261.00 - 270.00
Shared Accommodation Supports,41.00 - 50.00
Support Coordination,151.00 - 160.00
Therapy,221.00 - 230.00
Total,471.00 - 480.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$693494
Community Participation Care,$3111205
Early Childhood Supports,$508918
Group Centre Care,$888425
High Needs Personal Care,$2908812
Other Capacity Building,$2759275
Other Core,$4715189
Personal Care,$3582752
Plan Management,$332533
Shared Accommodation Supports,$2108102
Support Coordination,$517128
Therapy,$1733472
Total,$23859300
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,124,64,60
Community Participation Care,224,49,175
Early Childhood Supports,76,22,54
Group Centre Care,56,15,41
High Needs Personal Care,57,16,41
Other Capacity Building,276,74,202
Other Core,514,147,367
Personal Care,158,32,126
Plan Management,52,52,<5
Shared Accommodation Supports,39,12,27
Support Coordination,100,63,37
Therapy,309,84,225
Total,1301,383,918
,
