Service Type,Current participants
Capital,721.00 - 730.00
Community Participation Care,1081 - 1090
Early Childhood Supports,1071 - 1080
Group Centre Care,241.00 - 250.00
High Needs Personal Care,291.00 - 300.00
Other Capacity Building,1731 - 1740
Other Core,2231 - 2240
Personal Care,1051 - 1060
Plan Management,2211 - 2220
Shared Accommodation Supports,281.00 - 290.00
Support Coordination,1211 - 1220
Therapy,2021 - 2030
Total,3531 - 3540
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,71.00 - 80.00
Cultural and Linguistically Diverse participants,1101 - 1110
,
Service Type,Current spend
Capital,$4826544
Community Participation Care,$32311911
Early Childhood Supports,$8009495
Group Centre Care,$3293786
High Needs Personal Care,$6235029
Other Capacity Building,$18166726
Other Core,$23241130
Personal Care,$54279646
Plan Management,$2868450
Shared Accommodation Supports,$28812612
Support Coordination,$5446779
Therapy,$15048195
Total,$202540300
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,365,184,181
Community Participation Care,904,350,554
Early Childhood Supports,443,144,299
Group Centre Care,155,80,75
High Needs Personal Care,254,122,132
Other Capacity Building,936,340,596
Other Core,1605,486,1119
Personal Care,819,306,513
Plan Management,188,187,<5
Shared Accommodation Supports,236,130,106
Support Coordination,540,356,184
Therapy,1202,388,814
Total,4182,1395,2787
,
