Service Type,Current participants
Capital,31.00 - 40.00
Community Participation Care,51.00 - 60.00
Early Childhood Supports,31.00 - 40.00
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,71.00 - 80.00
Other Core,91.00 - 100.00
Personal Care,41.00 - 50.00
Plan Management,91.00 - 100.00
Shared Accommodation Supports,<=20
Support Coordination,51.00 - 60.00
Therapy,81.00 - 90.00
Total,131.00 - 140.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,21.00 - 30.00
,
Service Type,Current spend
Capital,$166324
Community Participation Care,$1315570
Early Childhood Supports,$271759
Group Centre Care,$109364
High Needs Personal Care,$182551
Other Capacity Building,$735844
Other Core,$969102
Personal Care,$1913987
Plan Management,$123933
Shared Accommodation Supports,$1113569
Support Coordination,$202212
Therapy,$654852
Total,$7759100
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,42,28,14
Community Participation Care,93,34,59
Early Childhood Supports,55,25,30
Group Centre Care,22,11,11
High Needs Personal Care,19,7,12
Other Capacity Building,85,43,42
Other Core,176,62,114
Personal Care,97,23,74
Plan Management,47,47,<5
Shared Accommodation Supports,13,8,5
Support Coordination,58,40,18
Therapy,163,68,95
Total,578,253,325
,
