Service Type,Current participants
Capital,231.00 - 240.00
Community Participation Care,451.00 - 460.00
Early Childhood Supports,101.00 - 110.00
Group Centre Care,161.00 - 170.00
High Needs Personal Care,91.00 - 100.00
Other Capacity Building,371.00 - 380.00
Other Core,581.00 - 590.00
Personal Care,231.00 - 240.00
Plan Management,651.00 - 660.00
Shared Accommodation Supports,171.00 - 180.00
Support Coordination,421.00 - 430.00
Therapy,521.00 - 530.00
Total,841.00 - 850.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,91.00 - 100.00
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$1440566
Community Participation Care,$12325231
Early Childhood Supports,$441826
Group Centre Care,$1948560
High Needs Personal Care,$2249733
Other Capacity Building,$3156124
Other Core,$5117270
Personal Care,$10312897
Plan Management,$865732
Shared Accommodation Supports,$30175411
Support Coordination,$1875875
Therapy,$2802110
Total,$72711300
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,146,72,74
Community Participation Care,190,52,138
Early Childhood Supports,54,23,31
Group Centre Care,32,17,15
High Needs Personal Care,39,23,16
Other Capacity Building,200,76,124
Other Core,443,144,299
Personal Care,121,39,82
Plan Management,47,46,<5
Shared Accommodation Supports,70,32,38
Support Coordination,114,62,52
Therapy,227,71,156
Total,960,315,645
,
