Service Type,Current participants
Capital,61.00 - 70.00
Community Participation Care,71.00 - 80.00
Early Childhood Supports,31.00 - 40.00
Group Centre Care,21.00 - 30.00
High Needs Personal Care,21.00 - 30.00
Other Capacity Building,211.00 - 220.00
Other Core,211.00 - 220.00
Personal Care,51.00 - 60.00
Plan Management,151.00 - 160.00
Shared Accommodation Supports,21.00 - 30.00
Support Coordination,81.00 - 90.00
Therapy,121.00 - 130.00
Total,321.00 - 330.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,21.00 - 30.00
,
Service Type,Current spend
Capital,$367022
Community Participation Care,$1894701
Early Childhood Supports,$199036
Group Centre Care,$817010
High Needs Personal Care,$156489
Other Capacity Building,$2185896
Other Core,$1441383
Personal Care,$1609911
Plan Management,$192533
Shared Accommodation Supports,$2046320
Support Coordination,$358872
Therapy,$1043444
Total,$12312600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,62,40,22
Community Participation Care,120,59,61
Early Childhood Supports,49,15,34
Group Centre Care,26,13,13
High Needs Personal Care,24,11,13
Other Capacity Building,167,47,120
Other Core,208,74,134
Personal Care,81,30,51
Plan Management,53,53,<5
Shared Accommodation Supports,14,8,6
Support Coordination,72,51,21
Therapy,217,78,139
Total,742,308,434
,
