Service Type,Current participants
Capital,<=20
Community Participation Care,<=20
Early Childhood Supports,<=20
Group Centre Care,<=20
High Needs Personal Care,<=20
Other Capacity Building,31.00 - 40.00
Other Core,41.00 - 50.00
Personal Care,<=20
Plan Management,31.00 - 40.00
Shared Accommodation Supports,<=20
Support Coordination,<=20
Therapy,41.00 - 50.00
Total,71.00 - 80.00
,
Participant profile,Current participants
Aboriginal and Torres Strait Islander participants,<=20
Cultural and Linguistically Diverse participants,<=20
,
Service Type,Current spend
Capital,$118974
Community Participation Care,$685008
Early Childhood Supports,$77096
Group Centre Care,$183543
High Needs Personal Care,$819420
Other Capacity Building,$416053
Other Core,$965088
Personal Care,$443351
Plan Management,$48636
Shared Accommodation Supports,$370107
Support Coordination,$80946
Therapy,$380374
Total,$4588600
,
Service Type,Active Providers,Registered Providers,Unregistered Providers
,,,
Capital,26,22,<5
Community Participation Care,27,16,11
Early Childhood Supports,16,10,6
Group Centre Care,9,7,<5
High Needs Personal Care,5,5,<5
Other Capacity Building,44,28,16
Other Core,61,35,26
Personal Care,19,15,<5
Plan Management,28,28,<5
Shared Accommodation Supports,12,10,<5
Support Coordination,20,15,5
Therapy,85,59,26
Total,238,158,80
,
